id_codedep_codecom;Commune;Code departement
07055;CHARMES-SUR-RHONE;07
13214;MARSEILLE 14EME;13
14699;TOUQUES;14
16374;SOYAUX;16
25321;VILLERS LE LAC;25
27502;RUGLES;27
29046;DOUARNENEZ;29
2A018;ARBELLARA;2A
30141;LAUDUN-L ARDOISE;30
30341;VAUVERT;30
31044;BALMA;31
34111;GANGES;34
39510;SEPTMONCEL LES MOLUNES;39
42059;CHAZELLES SUR LYON;42
44087;MACHECOUL-SAINT-MEME;44
45072;CHANTEAU;45
45224;NEUVILLE-AUX-BOIS;45
51217;DORMANS;51
54205;FOUG;54
54274;JARVILLE LA MALGRANGE;54
58303;VARENNES-VAUZELLES;58
60360;LIANCOURT;60
62019;AIX NOULETTE;62
69013;ARNAS;69
69244;TASSIN-LA-DEMI-LUNE;69
69248;THIZY LES BOURGS;69
69275;DECINES-CHARPIEU;69
69297;TERNAY;69
70285;HERICOURT;70
71076;CHALON-SUR-SAONE;71
71543;TOURNUS;71
74081;CLUSES;74
74164;MARIGNIER;74
74205;ONNION;74
74288;VALLEIRY;74
76057;BARENTIN;76
77122;COMBS LA VILLE;77
77131;COULOMMIERS;77
77215;GRETZ-ARMAINVILLIERS;77
77337;NOISIEL;77
77389;ROCHETTE(LA);77
77407;SAINT-FARGEAU-PONTHIERRY;77
77483;VARREDDES;77
78356;MAGNY-LES-HAMEAUX;78
78502;PORT-MARLY (LE);78
82161;ST-ETIENNE-DE-TULMONT;82
83050;DRAGUIGNAN;83
83129;SIX-FOURS-LES-PLAGES;83
84003;APT;84
85092;FONTENAY-LE-COMTE;85
85146;MONTAIGU-VENDEE;85
85163;NOIRMOUTIER-EN-L'ILE;85
88177;LA FORGE;88
88209;GOLBEY;88
91179;COUDRAY-MONTCEAUX (LE);91
91553;SAINT-GERMAIN-LES-CORBEIL;91
92007;BAGNEUX;92
94017;CHAMPIGNY-SUR-MARNE;94
94075;VILLECRESNES;94
95019;ARNOUVILLE;95
04102;LE LAUZET UBAYE;04
06048;CONTES;06
06157;VENCE;06
08409;SEDAN;08
14514;PONT-L EVEQUE;14
22179;FREHEL;22
22339;TADEN;22
26362;VALENCE;26
27230;EZY SUR EURE;27
2A228;PIETROSELLA;2A
2A249;PROPRIANO;2A
30169;MILHAUD;30
33214;LACANAU;33
37208;SAINT AVERTIN;37
37214;SAINT CYR SUR LOIRE;37
40261;ST-GEOURS-MAREMNE;40
40287;SANGUINET;40
44015;BLAIN;44
44211;LA TURBALLE;44
51210;DIZY;51
54482;SAINT MAX;54
54547;VANDOEUVRE LES NANCY;54
56162;PLOEMEUR;56
58134;IMPHY;58
59462;PHALEMPIN;59
62014;AIRE-SUR-LA-LYS;62
62758;ST MARTIN BOULOGNE;62
64122;BIARRITZ;64
69004;ALIX;69
69202;SAINTE FOY LES LYON;69
71014;AUTUN;71
71404;SAINT-DESERT;71
73290;VAL CENIS;73
73307;VALMEINIER;73
76596;SAINT-LAURENT-DE-BREVEDENT;76
77327;NANGIS;77
77377;PRESLES-EN-BRIE;77
78123;CARRIERES SOUS POISSY;78
78242;FONTENAY LE FLEURY;78
78335;LIMAY;78
78361;MANTES-LA-JOLIE;78
78402;MEZIERES-SUR-SEINE;78
78642;VERNEUIL SUR SEINE;78
78674;VILLEPREUX;78
83029;CALLIAN;83
88341;PAIR-ET-GRANDRUPT;88
91021;ARPAJON;91
91111;BRIIS-SOUS-FORGES;91
91122;BURES SUR YVETTE;91
91338;LIMOURS;91
91687;VIRY CHATILLON;91
95063;BEZONS;95
95197;DEUIL LA BARRE;95
62139;BLENDECQUES;62
70311;LUXEUIL-LES-BAINS;70
78537;SAINT-ARNOULT-EN-YVELINES;78
04006;ALLOS;04
04019;BARCELONNETTE;04
04039;CASTELLANE;04
05153;SAINT-MICHEL-DE-CHAILLOL;05
06069;GRASSE;06
08105;CHARLEVILLE-MEZIERES;08
08362;RETHEL;08
10081;LA CHAPELLE ST LUC;10
22054;ERQUY;22
23096;GUERET;23
25494;ROCHEJEAN;25
2A272;SARTENE;2A
31149;COLOMIERS;31
31186;FONBEAUZARD;31
31396;NAILLOUX;31
33243;LIBOURNE;33
33483;ST SULPICE ET CAMEYRAC;33
35287;SAINT-LUNAIRE;35
37018;BALLAN MIRE;37
38503;LA TERRASSE;38
42103;LA GRAND-CROIX;42
44020;BOUGUENAIS;44
51030;AY-CHAMPAGNE;51
54234;GORCY;54
54339;MALZEVILLE;54
54578;VILLERS LES NANCY;54
59329;LAMBRES LEZ DOUAI;59
59508;RONCQ;59
60141;CHANTILLY;60
69027;BRIGNAIS;69
69071;CURIS-AU-MONT-D'OR;69
69199;ST FONS;69
69266;VILLEURBANNE;69
69286;RILLIEUX-LA-PAPE;69
71270;MACON;71
74085;LES CONTAMINES MONTJOIE;74
77022;BARBIZON;77
77100;CHATELET-EN-BRIE (LE);77
77372;POMPONNE;77
77513;VILLENOY;77
78126;CELLE-SAINT-CLOUD (LA);78
83054;LA FARLEDE;83
85294;TRANCHE-SUR-MER (LA);85
88500;VENTRON;88
88516;VITTEL;88
89387;SENS;89
90009;BEAUCOURT;90
91045;BALLANCOURT-SUR-ESSONNE;91
91573;SAINT-PIERRE-DU-PERRAY;91
93033;GOURNAY SUR MARNE;93
95091;BOUFFEMONT;95
95176;CORMEILLES-EN-PARISIS;95
95392;MERIEL;95
95563;ST LEU LA FORET;95
972207;DUCOS;972
04049;CHATEAU-ARNOUX-SAINT-AUBAN;04
06149;LA TRINITE;06
13016;LA BOUILLADISSE;13
13033;ENSUES-LA-REDONNE;13
13036;EYRAGUES;13
28229;MAINVILLIERS;28
30082;CLARENSAC;30
33013;ARTIGUES-PRES-BORDEAUX;33
33069;LE BOUSCAT;33
35055;CHANTEPIE;35
35360;VITRE;35
38151;ECHIROLLES;38
42189;ROCHE-LA-MOLIERE;42
44154;SAINT BREVIN LES PINS;44
49092;CHEMILLE-EN-ANJOU;49
54431;PONT A MOUSSON;54
56118;LOCMIQUELIC;56
56186;QUIBERON;56
60142;LA CHAPELLE EN SERVAL;60
60644;TRIE CHATEAU;60
69007;AMPUIS;69
76410;MAROMME;76
77121;COLLEGIEN;77
77390;ROISSY-EN-BRIE;77
78310;HOUDAN;78
78643;VERNOUILLET;78
83053;EVENOS;83
83068;GRIMAUD;83
88087;CHANTRAINE;88
91244;FONTENAY-LE-VICOMTE;91
91286;GRIGNY;91
91521;RIS-ORANGIS;91
91692;LES ULIS;91
94053;NOISEAU;94
01071;CESSY;01
04096;JAUSIERS;04
05177;VARS;05
06018;BIOT;06
10382;TRAINEL;10
13002;ALLAUCH;13
13031;LA DESTROUSSE;13
22379;TREVOU-TREGUIGNEC;22
28391;TOURY;28
2A021;ARGIUSTA-MORICCIO;2A
2A276;SERRA-DI-FERRO;2A
30060;CAISSARGUES;30
31182;FENOUILLET;31
33140;CREON;33
35066;CHARTRES-DE-BRETAGNE;35
35076;CHAVAGNE;35
35096;DOMAGNE;35
35236;REDON;35
38150;DOMENE;38
40211;ORIST;40
42019;BOEN-SUR-LIGNON;42
42183;LA RICAMARIE;42
43224;SAINTE-SIGOLENE;43
49353;TRELAZE;49
59360;LOOS;59
59599;TOURCOING;59
60176;CREPY EN VALOIS;60
60446;NANTEUIL LE HAUDOUIN;60
60589;ST MAXIMIN;60
65481;BAREGES;65
69115;LIMAS;69
69259;VENISSIEUX;69
74010;ANNECY;74
76758;YVETOT;76
77153;DAMMARTIN-EN-GOELE;77
77202;GENEVRAYE (LA);77
77384;REAU;77
78314;ISSOU;78
78442;NEAUPHLE-LE-CHATEAU;78
78455;NOISY LE ROI;78
78616;THOIRY;78
80016;ALBERT;80
80685;ROYE;80
81065;CASTRES;81
81145;LISLE-SUR-TARN;81
83047;LA CRAU;83
84054;L ISLE SUR LA SORGUE;84
87014;BESSINES-SUR-GARTEMPE;87
88531;XONRUPT-LONGEMER;88
91458;NOZAY;91
91599;SOISY-SUR-ECOLE;91
93077;VILLEMOMBLE;93
95018;ARGENTEUIL;95
95177;CORMEILLES-EN-VEXIN;95
95257;LA FRETTE-SUR-SEINE;95
01202;LAGNIEU;01
04189;SAINT-MARTIN-DE-BROMES;04
06059;EZE;06
07102;GUILHERAND-GRANGES;07
10033;BAR SUR AUBE;10
13211;MARSEILLE 11EME;13
17274;PERIGNY;17
22282;SAINT-CAST-LE-GUILDO;22
22362;TREGUIER;22
24520;SARLAT-LA-CANEDA;24
24557;TRELISSAC;24
25434;ORNANS;25
30047;BOUILLARGUES;30
31557;TOURNEFEUILLE;31
33311;PAILLET;33
34022;BAILLARGUES;34
35196;MORDELLES;35
35281;ST JACQUES DE LA LANDE;35
37050;CHAMBRAY LES TOURS;37
42156;NEULISE;42
45179;LAILLY EN VAL;45
48095;MENDE;48
60584;ST LEU D ESSERENT;60
62764;SAINT-NICOLAS;62
65025;ARGELES-GAZOST;65
66171;SAINT-CYPRIEN;66
69206;SAINT GEORGES DE RENEINS;69
74134;LES GETS;74
74173;MEGEVE;74
76026;ARQUES-LA-BATAILLE;76
77333;NEMOURS;77
78381;MAULETTE;78
84092;LE PONTET;84
86070;CHAUVIGNY;86
88196;GERARDMER;88
91200;DOURDAN;91
91469;ORMOY-LA-RIVIERE;91
95476;OSNY;95
972213;LE LAMENTIN;972
973302;CAYENNE;973
974413;SAINT-LEU;974
974416;SAINT PIERRE;974
02168;CHATEAU THIERRY;02
02304;LA FERE;02
06090;PEGOMAS;06
07116;LABEGUDE;07
07186;PRIVAS;07
13004;ARLES;13
14059;BENERVILLE-SUR-MER;14
14701;TOURGEVILLE;14
17347;ST JEAN D'ANGELY;17
22186;PLENEUF-VAL-ANDRE;22
26191;MONTBOUCHER-SUR-JABRON;26
2A348;VICO;2A
30125;GARONS;30
30288;SAINT-NAZAIRE;30
34151;MARSILLARGUES;34
34213;POUSSAN;34
35125;LA GUERCHE-DE-BRETAGNE;35
38431;SAINT-NAZAIRE-LES-EYMES;38
44097;MESQUER;44
44131;PORNIC;44
47157;MARMANDE;47
47323;VILLENEUVE SUR LOT;47
49267;SAINT-BARTHELEMY-D ANJOU;49
54364;MEREVILLE;54
56110;LIGNOL;56
56152;LE PALAIS;56
59043;BAILLEUL;59
59606;VALENCIENNES;59
60462;NOAILLES;60
66037;CANET EN ROUSSILLON;66
66065;ELNE;66
69029;BRON;69
69127;MARCY-L ETOILE;69
72264;SABLE SUR SARTHE;72
74099;DEMI-QUARTIER;74
74201;NEYDENS;74
74208;PASSY;74
74299;VEYRIER-DU-LAC;74
76329;GRUCHET-LE-VALASSE;76
76637;SAINT-PIERRE-EN-PORT;76
77085;CHANTELOUP EN BRIE;77
77171;ESBLY;77
77347;ORMES-SUR-VOULZIE (LES);77
78160;CHEVREUSE;78
80702;SAINT-FUSCIEN;80
82013;BEAUMONT DE LOMAGNE;82
83049;CUERS;83
84088;PERNES LES FONTAINES;84
85051;CHANTONNAY;85
89338;ST CLEMENT;89
91044;BALLAINVILLIERS;91
91340;LISSES;91
91347;LONGPONT-SUR-ORGE;91
91587;SAULX-LES-CHARTREUX;91
91649;VERT LE PETIT;91
92078;VILLENEUVE-LA-GARENNE;92
93047;MONTFERMEIL;93
95183;COURDIMANCHE;95
95353;MAFFLIERS;95
95355;MAGNY-EN-VEXIN;95
95480;PARMAIN;95
95574;SAINT-PRIX;95
95598;SOISY SS MONTMORENCY;95
04226;UVERNET-FOURS;04
06158;VILLARS-SUR-VAR;06
28280;NOGENT LE ROTROU;28
45147;FLEURY LES AUBRAIS;45
70388;NOIDANS-LES-VESOUL;70
76255;EU;76
77321;MOUSSEAUX-LES-BRAY;77
78321;JOUARS-PONTCHARTRAIN;78
80182;CAYEUX-SUR-MER;80
81257;SAINT JUERY;81
01283;OYONNAX;01
01396;SAULT-BRENAZ;01
04094;GREOUX-LES-BAINS;04
11048;BOUTENAC;11
13100;SAINT-REMY-DE-PROVENCE;13
25318;JOUGNE;25
25364;MAMIROLLE;25
28191;HANCHES;28
30032;BEAUCAIRE;30
30156;MARGUERITTES;30
31069;BLAGNAC;31
33227;LANGON;33
33256;LUDON MEDOC;33
33527;LE TEICH;33
34120;JACOU;34
34198;PEROLS;34
38175;FROGES;38
39013;ARBOIS;39
42044;LE CHAMBON-FEUGEROLLES;42
42147;MONTBRISON;42
44049;LE CROISIC;44
44082;LIGNE;44
47001;AGEN;47
49223;MURS-ERIGNE;49
56090;INZINZAC-LOCHRIST;56
58117;FOURCHAMBAULT;58
59122;CAMBRAI;59
60282;GOUVIEUX;60
62765;SAINT OMER;62
63038;BESSE-ET-SAINT-ANASTAISE;63
69292;SATHONAY-CAMP;69
72231;PARIGNE L EVEQUE;72
76382;LANQUETOT;76
77217;GRISY-SUISNES;77
77479;VAIRES SUR MARNE;77
78367;MAREIL-MARLY;78
79191;NIORT;79
80489;LONGUEAU;80
86034;BOURESSE;86
91215;EPINAY-SOUS-SENART;91
93059;PIERREFITTE-SUR-SEINE;93
95369;MARGENCY;95
95394;MERY-SUR-OISE;95
01004;AMBERIEU-EN-BUGEY;01
17028;AYTRE;17
26198;MONTELIMAR;26
2A200;PALNECA;2A
30321;SOMMIERES;30
33162;EYSINES;33
33498;SALLES;33
34128;LAROQUE;34
35012;BAIN-DE-BRETAGNE;35
35037;BREAL-SOUS-MONTFORT;35
35051;CESSON-SEVIGNE;35
37233;SAINT-PIERRE-DES-CORPS;37
38416;SAINT-MARCELLIN;38
40001;AIRE-SUR-L'ADOUR;40
40273;ST-MARTIN-DE-SEIGNANX;40
42275;SAINT-PRIEST-EN-JAREZ;42
44013;BESNE;44
45282;SAINT-HILAIRE-SAINT-MESMIN;45
49246;LES PONTS DE CE;49
54493;SAULNES;54
59392;MAUBEUGE;59
60238;FLEURINES;60
62193;CALAIS;62
63103;CHATELGUYON;63
69271;CHASSIEU;69
69290;SAINT-PRIEST;69
74136;LE GRAND BORNAND;74
77018;BAILLY-ROMAINVILLIERS;77
77268;MAGNY-LE-HONGRE;77
77382;QUINCY-VOISINS;77
78029;AUBERGENVILLE;78
78262;GALLUIS;78
83103;LE REVEST LES EAUX;83
83118;SAINT RAPHAEL;83
84129;SORGUES;84
88126;DARNIEULLES;88
95612;LE THILLAY;95
04086;FAUCON-DE-BARCELONNETTE;04
05070;LARAGNE-MONTEGLIN;05
06138;THEOULE-SUR-MER;06
17333;SAINT-GEORGES-DE-DIDONNE;17
22162;PAIMPOL;22
22172;PLANCOET;22
29151;MORLAIX;29
30231;SAINT ANDRE DE VALBORGNE;30
31163;DREMIL LAFAGE;31
31254;LABEGE;31
31561;L UNION;31
33422;SAINT JEAN D ILLAC;33
38400;SAINT-JEAN-DE-MOIRANS;38
38527;VAUJANY;38
39368;HAUTS DE BIENNE;39
40043;BIAS;40
40184;MIMIZAN;40
42323;VEAUCHE;42
50031;BARNEVILLE-CARTERET;50
54215;FROUARD;54
54254;HAUCOURT-MOULAINE;54
56098;LANESTER;56
56178;PONTIVY;56
56181;PORT-LOUIS;56
59196;ENNETIERES-EN-WEPPES;59
59648;WATTIGNIES;59
60067;BETHISY ST MARTIN;60
60156;CLAIROIX;60
60667;VERBERIE;60
60670;VERNEUIL EN HALATTE;60
65286;LOURDES;65
66049;CERET;66
69068;COUZON-AU-MONT-D OR;69
69100;IRIGNY;69
72003;ALLONNES;72
73304;VAL-D ISERE;73
74104;DOUSSARD;74
74160;MANIGOD;74
74258;SAMOENS;74
77240;JOUY-SUR-MORIN;77
78562;SAINT-LEGER-EN-YVELINES;78
78672;VILLENNES-SUR-SEINE;78
84081;MORIERES LES AVIGNON;84
85012;BARRE-DE-MONTS (LA);85
88465;CAPAVENIR VOSGES;88
91175;CORBREUSE;91
91525;ROINVILLE-SOUS-DOURDAN;91
973304;KOUROU;973
974411;SAINT DENIS;974
01357;ST-GERMAIN-DE-JOUX;01
01419;THOIRY;01
04203;SELONNET;04
06071;GUILLAUMES;06
08090;CARIGNAN;08
08190;GIVET;08
11076;CASTELNAUDARY;11
11281;PEXIORA;11
22206;CHATELAUDREN-PLOUAGAT;22
22222;PLOUHA;22
24335;PORT-SAINTE-FOY-ET-PONCHAPT;24
24547;TERRASSON LAVILLEDIEU;24
25307;LES HOPITAUX NEUFS;25
25411;MORTEAU;25
29233;QUIMPERLE;29
2A271;SARROLA-CARCOPINO;2A
31451;REVEL;31
33238;LEOGNAN;33
33297;MOULIS-EN-MEDOC;33
34247;SAINT CLEMENT DE RIVIERE;34
38382;SAINT-EGREVE;38
38562;VIZILLE;38
41151;MONTRICHARD VAL DE CHER;41
42071;LE COTEAU;42
42149;MONTROND-LES-BAINS;42
42204;SAINT-BONNET-LE-CHATEAU;42
42222;SAINT-GALMIER;42
44026;CARQUEFOU;44
44070;HAIE-FOUASSIERE (LA);44
44098;MISSILLAC;44
44182;SAINT-MICHEL-CHEF-CHEF;44
50215;GOUVILLE-SUR-MER;50
50356;MOON-SUR-ELLE;50
59566;SEQUEDIN;59
62160;BOULOGNE SUR MER;62
62899;WISSANT;62
69085;FLEURIEU-SUR-SAONE;69
69092;GLEIZE;69
69273;CORBAS;69
74123;FAVERGES-SEYTHENEX;74
74190;MORILLON;74
77117;CITRY;77
77128;COUILLY-PONT-AUX-DAMES;77
77132;COUPVRAY;77
77258;LOGNES;77
77363;LE PIN;77
78062;BEYNES;78
78688;VOISINS-LE-BRETONNEUX;78
82125;MONTECH;82
88075;LA BRESSE;88
88122;DAMAS-ET-BETTEGNEY;88
91533;SACLAS;91
95042;BAILLET-EN-FRANCE;95
95250;FOSSES;95
95580;SAINT-WITZ;95
95637;VAUREAL;95
972206;DIAMANT;972
01148;DORTAN;01
01281;ORNEX;01
02810;VILLERS-COTTERETS;02
04088;FORCALQUIER;04
06091;PEILLE;06
06121;SAINT-JEAN-CAP-FERRAT;06
07308;SARRAS;07
07330;VALLON PONT D'ARC;07
07349;LA-VOULTE-SUR-RHONE;07
09322;USTOU;09
11397;TREBES;11
26108;CREST;26
28140;EPERNON;28
28404;VERNOUILLET;28
29039;CONCARNEAU;29
2A048;CALCATOGGIO;2A
31271;LANTA;31
31506;ST ORENS DE GAMEVILLE;31
34058;CASTRIES;34
35049;CANCALE;35
35057;LA CHAPELLE BOUEXIC;35
35123;GOVEN;35
35152;LIFFRE;35
38314;PONTCHARRA;38
38559;VINAY;38
39501;SAMPANS;39
41194;ROMORANTIN-LANTHENAY;41
44103;MONTOIR-DE-BRETAGNE;44
44110;NORT SUR ERDRE;44
53130;LAVAL;53
54304;LAXOU;54
54357;MAXEVILLE;54
54426;PIERRE-LA-TREICHE;54
56013;BELZ;56
56234;SAINT-PIERRE-QUIBERON;56
59650;WATTRELOS;59
62560;MARQUISE;62
66182;SAINTE-MARIE-LA-MER;66
69010;L ARBRESLE;69
69028;BRINDAS;69
69033;CAILLOUX-SUR-FONTAINES;69
69045;CHARENTAY;69
69107;LAMURE SUR AZERGUES;69
69125;MARCILLY-D AZERGUES;69
73015;LES ALLUES;73
74290;VALLORCINE;74
76157;CANTELEU;76
76259;FECAMP;76
76613;SAINT MARTIN AUX BUNEAUX;76
76647;SAINT-ROMAIN-DE-COLBOSC;76
77148;CROUY-SUR-OURCQ;77
77181;FERRIERES-EN-BRIE;77
77266;MACHAULT;77
77330;NANTEUIL-LES-MEAUX;77
78220;ESSARTS-LE-ROI (LES);78
78255;FRENEUSE;78
78484;PERDREAUVILLE;78
80368;FRIVILLE-ESCARBOTIN;80
80649;QUEND;80
83051;ENTRECASTEAUX;83
84017;BEDOIN;84
84080;MONTEUX;84
85114;JARD-SUR-MER;85
85128;LUCON;85
88383;REMIREMONT;88
88413;SAINT DIE DES VOSGES;88
91405;MILLY-LA-FORET;91
91434;MORSANG-SUR-ORGE;91
95351;LOUVRES;95
972227;SAINTE LUCE;972
972232;VAUCLIN;972
973309;REMIRE MONTJOLY;973
27229;EVREUX;27
27448;PACY-SUR-EURE;27
62119;BETHUNE;62
77294;MITRY MORY;77
78057;BENNECOURT;78
01350;SAINT-ETIENNE-DU-BOIS;01
02537;NANTEUIL LA FOSSE;02
06150;LA TURBIE;06
22094;LANCIEUX;22
2A085;CAURO;2A
2A215;PIANOTTOLI-CALDARELLO;2A
30036;BERNIS;30
30171;MOLIERES-SUR-CEZE;30
33165;FARGUES SAINT HILAIRE;33
33185;GENISSAC;33
33415;SAINT GERVAIS;33
35240;LE RHEU;35
35251;SAINT-AUBIN-D AUBIGNE;35
37132;LOCHES;37
42330;VILLARS;42
44107;MOUZEIL;44
44172;SAINTE-LUCE-SUR-LOIRE;44
47310;TONNEINS;47
50391;GRANDPARIGNY;50
54280;JOEUF;54
59005;ALLENNES-LES-MARAIS;59
59383;MARLY;59
69040;CHAMPAGNE-AU-MONT-D OR;69
69219;SAINT LAURENT D'AGNY;69
69256;VAULX EN VELIN;69
77464;THORIGNY SUR MARNE;77
83023;BRIGNOLES;83
88081;BUSSANG;88
91514;QUINCY-SOUS-SENART;91
91667;VILLEMOISSON-S-ORGE;91
95142;CHARS;95
02226;COURMELLES;02
04245;VOLX;04
06132;SAORGE;06
22106;LANGUEUX;22
25127;CHARQUEMONT;25
26116;DONZERE;26
30203;PORTES;30
33535;TRESSES;33
34299;SERIGNAN;34
35126;GUICHEN;35
37172;NOTRE-DAME-D OE;37
42097;LA FOUILLOUSE;42
42285;SAINT-ROMAIN-LE-PUY;42
48096;MEYRUEIS;48
51506;SAINT-MEMMIE;51
54115;CHAMPIGNEULLES;54
54273;JARNY;54
56063;GESTEL;56
62291;ELEU-DIT-LEAUWETTE;62
69086;FLEURIEUX-SUR-L ARBRESLE;69
77142;CRECY LA CHAPELLE;77
77280;MARY-SUR-MARNE;77
84087;ORANGE;84
86207;LA ROCHE POSAY;86
91645;VERRIERES LE BUISSON;91
01031;BELLIGNAT;01
01204;LE POIZAT-LALLEYRIAT;01
01345;SAINT-DENIS-EN-BUGEY;01
02410;LARGNY SUR AUTOMNE;02
04145;PEIPIN;04
05101;VALLOUISE-PELVOUX;05
06014;BENDEJUN;06
06075;LEVENS;06
09282;SAVERDUN;09
13103;SALON-DE-PROVENCE;13
17094;CHATELAILLON-PLAGE;17
31022;AUCAMVILLE;31
34028;BEDARIEUX;34
35095;DOL DE BRETAGNE;35
42180;PRECIEUX;42
42279;SAINT-JUST-SAINT-RAMBERT;42
47145;LAYRAC;47
60346;LAMORLAYE;60
73213;LA RAVOIRE;73
77457;SOLERS;77
78267;GARGENVILLE;78
83091;PIERREFEU-DU-VAR;83
83131;SOLLIES-TOUCAS;83
84019;BOLLENE;84
91129;CERNY;91
95427;MONTMAGNY;95
01313;PREVESSIN-MOENS;01
13063;MIRAMAS;13
28088;CHATEAUDUN;28
30217;ROCHEFORT-DU-GARD;30
34344;LA GRANDE MOTTE;34
38170;FONTANIL-CORNILLON;38
38517;TULLINS;38
40119;HAGETMAU;40
42011;BALBIGNY;42
44158;SAINT-ETIENNE-DE-MONTLUC;44
49278;STE GEMMES SUR LOIRE;49
65440;TARBES;65
69009;ANSE;69
69019;BELLEVILLE-EN-BEAUJOLAIS;69
73030;BARBY;73
77055;BROU-SUR-CHANTEREINE;77
84122;SARRIANS;84
86066;CHATELLERAULT;86
86157;MIGNALOUX-BEAUVOIR;86
91047;BAULNE;91
91115;BRUYERES-LE-CHATEL;91
91312;IGNY;91
91479;PARAY-VIEILLE-POSTE;91
94003;ARCUEIL;94
95211;ENNERY;95
972224;SAINT JOSEPH;972
01060;BRENOD;01
05006;L'ARGENTIERE-LA-BESSEE;05
05156;SAINT-SAUVEUR;05
06046;COLOMARS;06
07089;FELINES;07
26182;MIRABEL-AUX-BARONNIES;26
33090;CANEJAN;33
33104;CASTELNAU-DE-MEDOC;33
33273;MARTIGNAS SUR JALLE;33
33337;PREIGNAC;33
34057;CASTELNAU LE LEZ;34
34090;LE CRES;34
34154;MAUGUIO;34
34192;PALAVAS-LES-FLOTS;34
35352;VERN-SUR-SEICHE;35
35363;PONT-PEAN;35
39300;LONS LE SAUNIER;39
40150;LEON;40
42168;PELUSSIN;42
43236;SEAUVE-SUR-SEMENE (LA);43
54536;TUCQUEGNIEUX;54
56054;ERDEVEN;56
60033;AVILLY ST LEONARD;60
60471;NOYON;60
60537;RIBECOURT DRESLINCOURT;60
64445;PAU;64
65127;CAPVERN;65
70117;CHALONVILLARS;70
74225;RUMILLY;74
76552;STE ADRESSE;76
77143;CREGY-LES-MEAUX;77
78366;MAREIL-LE-GUYON;78
82124;MONTBETON;82
83055;FAYENCE;83
83107;ROQUEBRUNE-SUR-ARGENS;83
84089;PERTUIS;84
85307;FAUTE-SUR-MER (LA);85
91457;LA NORVILLE;91
91468;ORMOY;91
91552;SAINT-GERMAIN-LES-ARPAJON;91
95487;PERSAN;95
18207;SAINT-FLORENT-SUR-CHER;18
54382;MONT SAINT MARTIN;54
58095;DECIZE;58
59295;HAZEBROUCK;59
70473;SAINT-SAUVEUR;70
91232;FERTE-ALAIS (LA);91
91433;MORIGNY-CHAMPIGNY;91
01363;SAINT-JEAN-LE-VIEUX;01
16166;L'ISLE D'ESPAGNAC;16
24362;VAL DE LOUYRE ET CAUDEAU;24
26325;SAINT-RAMBERT-D ALBON;26
30004;AIGUES-VIVES;30
35069;CHATEAUGIRON;35
35184;MONTAUBAN-DE-BRETAGNE;35
38317;LE PONT-DE-CLAIX;38
40235;POYANNE;40
40272;ST-MARTIN-DE-HINX;40
42056;CHAVANAY;42
42094;FEURS;42
42305;LA TALAUDIERE;42
44187;SAINT-PERE-EN-RETZ;44
53054;CHANGE;53
54439;PULNOY;54
54528;TOUL;54
56262;LE BONO;56
59343;LESQUIN;59
59646;WASQUEHAL;59
62525;LONGUENESSE;62
69046;CHARLY;69
69196;SAINT-DIDIER-SUR-BEAUJEU;69
73065;CHAMBERY;73
78575;SAINT-REMY-LES-CHEVREUSE;78
83033;CARNOULES;83
83119;SAINT TROPEZ;83
84016;BEDARRIDES;84
93079;VILLETANEUSE;93
95680;VILLIERS-LE-BEL;95
01436;VESANCY;01
06163;TENDE;06
13046;GREASQUE;13
22070;GUINGAMP;22
26235;PIERRELATTE;26
33352;LA REOLE;33
33519;LE TAILLAN MEDOC;33
35278;SAINT-GREGOIRE;35
38006;ALLEVARD;38
42127;MABLY;42
42302;SORBIERS;42
45308;SEMOY;45
47052;CASTELJALOUX;47
48080;LANGOGNE;48
56055;ETEL;56
59332;LANNOY;59
78090;BOUAFLE;78
83042;COGOLIN;83
91216;EPINAY SUR ORGE;91
91665;VILLE-DU-BOIS (LA);91
94070;SANTENY;94
95134;CHAMPAGNE SUR-OISE;95
01185;PLATEAU D'HAUTEVILLE;01
01269;NANTUA;01
04112;MANOSQUE;04
09122;FOIX;09
24053;BOULAZAC ISLE MANOIRE;24
2A017;APPIETTO;2A
2A288;SOTTA;2A
34024;BALARUC LE VIEUX;34
41128;MAROLLES;41
42099;FRAISSES;42
42170;PERREUX;42
74090;CORNIER;74
78398;MESNULS (LES);78
78571;SAINT-NOM-LA-BRETECHE;78
84136;VACQUEYRAS;84
95352;LUZARCHES;95
974418;SAINTE MARIE;974
02795;VIC SUR AISNE;02
06128;SAINT-PAUL-DE-VENCE;06
06162;LA BRIGUE;06
26324;SAINT-PAUL-TROIS-CHATEAUX;26
33234;LATRESNE;33
33434;ST LOUIS DE MONTFERRAND;33
34027;BEAULIEU;34
34337;VILLENEUVE-LES-MAGUELONE;34
35033;BOURG-DES-COMPTES;35
38129;CORRENCON-EN-VERCORS;38
38439;CRETS EN BELLEDONNE;38
39059;BOIS-D AMONT;39
50003;AGON-COUTAINVILLE;50
69116;LIMONEST;69
71153;LE CREUSOT;71
77296;MOISSY-CRAMAYEL;77
77511;VILLENEUVE SOUS DAMMARTIN;77
79270;ST MAIXENT L ECOLE;79
83017;BELGENTIER;83
83132;SOLLIES-VILLE;83
91274;GOMETZ-LA-VILLE;91
